objectid,filename,format,description,creator,recipient,date,material,subject,identifier,rights,language,category,object type,conditions and effects ,tools and equipment ,processes and techniques ,brand name,dimensions,production type,title
ArtRetro00011,ArtRetro00011.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2010,"glue, paper towels, paper, flour, water, masking tape, fishing weights","figure, hair, paper mache",ArtRetro00011,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 8 x W. 5 x D. 4 in. ,unique,
ArtRetro00012,ArtRetro00012.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2011,"glue, paper towels, paper, flour, water, masking tape, fishing weights","figure, heart, tree, paper mache",ArtRetro00012,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 13 x W. 5 x D. 4 in. ,unique,
ArtRetro00013,ArtRetro00013.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2013,"glue, paper towels, paper, flour, water, masking tape, fishing weights","figure, goose, duck, bird, mustache, hat, paper mache",ArtRetro00013,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 10 x W. 4 x D. 5 in. ,unique,
ArtRetro00014,ArtRetro00014.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2016,"glue, paper towels, paper, flour, water, masking tape, fishing weights","figure, face, mustache, glasses, paper mache",ArtRetro00014,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 5 x W. 13 x D. 5 in. ,unique,
ArtRetro00015,ArtRetro00015.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2017,"glue, paper towels, paper, flour, water, masking tape, fishing weights","figure, tree, gloves, paper mache",ArtRetro00015,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 13 x W. 9 x D.8 in. ,unique,
ArtRetro00016,ArtRetro00016.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2018,"glue, paper towels, paper, flour, water, masking tape, fishing weights","figure, gloves, sweater, shoes, paper mache",ArtRetro00016,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 14 x W. 4 x D. 5 in. ,unique,
ArtRetro00017,ArtRetro00017.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2018,"glue, paper towels, paper, flour, water, masking tape, fishing weights","figure, glasses, face, tie, mustache, heart, paper mache",ArtRetro00017,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 15 x W. 11 x D. 3 in. ,unique,
ArtRetro00018,ArtRetro00018.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2018,"glue, paper towels, paper, flour, water, masking tape, fishing weights, plastic, acetate","figure, goggles, coral, water, swim cap, paper mache",ArtRetro00018,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 13 x W. 10 x D. 3 in. ,unique,
ArtRetro00019,ArtRetro00019.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2019,"glue, paper towels, paper, flour, water, masking tape, fishing weights","figure, shoes, paper mache",ArtRetro00019,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 13 x W. 11 x D. 2 in. ,unique,
ArtRetro00020,ArtRetro00020.jpg,image/jpeg,Figure; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,2020,"glue, paper towels, paper, flour, water, masking tape, fishing weights","figure, bunny, rabbit, paper mache",ArtRetro00020,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",H. 13 x W. 5 x D. 5 in. ,unique,
ArtRetro00021,ArtRetro00021.jpg,image/jpeg,Figures; made of paper mache over cardboard and paper towel framework,Heather Rothnie,,,"glue, paper towels, paper, flour, water, masking tape, fishing weights",,ArtRetro00021,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",english,sculpture,figure,good condition,"gesso, paint, sandpaper, ","glueing, painting, sanding","Liquitex BAICS Gesso Surface Prep Medium, Golden Acrylic Paint",,unique,
